TABLE,launchd_overrides
DESC,Override keys, per user, for LaunchDaemons and Agents.
   ,STRING,label,,"Daemon or agent service name"
   ,STRING,key,,"Name of the override key"
   ,STRING,value,,"Overriden value"
   ,INT64,uid,,"User ID applied to the override, 0 applies to all"
   ,STRING,path,,"Path to daemon or agent plist"
TATTR,CACHEABLE,
------------------------------
TABLE,listening_ports
DESC,Processes with listening (bound) network sockets/ports.
   ,INT,pid,,"Process (or thread) ID"
   ,INT,port,,"Transport layer port"
   ,INT,protocol,,"Transport protocol (TCP/UDP)"
   ,INT,family,,"Network protocol (IPv4, IPv6)"
   ,STRING,address,,"Specific address for bind"
   ,INT64,fd,,"Socket file descriptor number"
   ,INT64,socket,,"Socket handle or inode number"
   ,STRING,path,,"Path for UNIX domain sockets"
   ,STRING,net_namespace,HIDDEN,"The inode number of the network namespace"
TATTR,CACHEABLE,
------------------------------
TABLE,lldp_neighbors
DESC,LLDP neighbors of interfaces.
   ,STRING,interface,,"Interface name"
   ,INT,rid,,"Neighbor chassis index"
   ,STRING,chassis_id_type,,"Neighbor chassis ID type"
   ,STRING,chassis_id,,"Neighbor chassis ID value"
   ,STRING,chassis_sysname,,"CPU brand string, contains vendor and model"
   ,INT,chassis_sys_description,,"Max number of CPU physical cores"
   ,INT,chassis_bridge_capability_available,,"Chassis bridge capability availability"
   ,INT,chassis_bridge_capability_enabled,,"Is chassis bridge capability enabled."
   ,INT,chassis_router_capability_available,,"Chassis router capability availability"
   ,INT,chassis_router_capability_enabled,,"Chassis router capability enabled"
   ,INT,chassis_repeater_capability_available,,"Chassis repeater capability availability"
   ,INT,chassis_repeater_capability_enabled,,"Chassis repeater capability enabled"
   ,INT,chassis_wlan_capability_available,,"Chassis wlan capability availability"
   ,INT,chassis_wlan_capability_enabled,,"Chassis wlan capability enabled"
   ,INT,chassis_tel_capability_available,,"Chassis telephone capability availability"
   ,INT,chassis_tel_capability_enabled,,"Chassis telephone capability enabled"
   ,INT,chassis_docsis_capability_available,,"Chassis DOCSIS capability availability"
   ,INT,chassis_docsis_capability_enabled,,"Chassis DOCSIS capability enabled"
   ,INT,chassis_station_capability_available,,"Chassis station capability availability"
   ,INT,chassis_station_capability_enabled,,"Chassis station capability enabled"
   ,INT,chassis_other_capability_available,,"Chassis other capability availability"
   ,INT,chassis_other_capability_enabled,,"Chassis other capability enabled"
   ,STRING,chassis_mgmt_ips,,"Comma delimited list of chassis management IPS"
   ,STRING,port_id_type,,"Port ID type"
   ,STRING,port_id,,"Port ID value"
   ,STRING,port_description,,"Port description"
   ,INT64,port_ttl,,"Age of neighbor port"
   ,INT64,port_mfs,,"Port max frame size"
   ,STRING,port_aggregation_id,,"Port aggregation ID"
   ,INT,port_autoneg_supported,,"Auto negotiation supported"
   ,INT,port_autoneg_enabled,,"Is auto negotiation enabled"
   ,STRING,port_mau_type,,"MAU type"
   ,INT,port_autoneg_10baset_hd_enabled,,"10Base-T HD auto negotiation enabled"
   ,INT,port_autoneg_10baset_fd_enabled,,"10Base-T FD auto negotiation enabled"
   ,INT,port_autoneg_100basetx_hd_enabled,,"100Base-TX HD auto negotiation enabled"
   ,INT,port_autoneg_100basetx_fd_enabled,,"100Base-TX FD auto negotiation enabled"
   ,INT,port_autoneg_100baset2_hd_enabled,,"100Base-T2 HD auto negotiation enabled"
   ,INT,port_autoneg_100baset2_fd_enabled,,"100Base-T2 FD auto negotiation enabled"
   ,INT,port_autoneg_100baset4_hd_enabled,,"100Base-T4 HD auto negotiation enabled"
   ,INT,port_autoneg_100baset4_fd_enabled,,"100Base-T4 FD auto negotiation enabled"
   ,INT,port_autoneg_1000basex_hd_enabled,,"1000Base-X HD auto negotiation enabled"
   ,INT,port_autoneg_1000basex_fd_enabled,,"1000Base-X FD auto negotiation enabled"
   ,INT,port_autoneg_1000baset_hd_enabled,,"1000Base-T HD auto negotiation enabled"
   ,INT,port_autoneg_1000baset_fd_enabled,,"1000Base-T FD auto negotiation enabled"
   ,STRING,power_device_type,,"Dot3 power device type"
   ,INT,power_mdi_supported,,"MDI power supported"
   ,INT,power_mdi_enabled,,"Is MDI power enabled"
   ,INT,power_paircontrol_enabled,,"Is power pair control enabled"
   ,STRING,power_pairs,,"Dot3 power pairs"
   ,STRING,power_class,,"Power class"
   ,INT,power_8023at_enabled,,"Is 802.3at enabled"
   ,STRING,power_8023at_power_type,,"802.3at power type"
   ,STRING,power_8023at_power_source,,"802.3at power source"
   ,STRING,power_8023at_power_priority,,"802.3at power priority"
   ,STRING,power_8023at_power_allocated,,"802.3at power allocated"
   ,STRING,power_8023at_power_requested,,"802.3at power requested"
   ,STRING,med_device_type,,"Chassis MED type"
   ,INT,med_capability_capabilities,,"Is MED capabilities enabled"
   ,INT,med_capability_policy,,"Is MED policy capability enabled"
   ,INT,med_capability_location,,"Is MED location capability enabled"
   ,INT,med_capability_mdi_pse,,"Is MED MDI PSE capability enabled"
   ,INT,med_capability_mdi_pd,,"Is MED MDI PD capability enabled"
   ,INT,med_capability_inventory,,"Is MED inventory capability enabled"
   ,STRING,med_policies,,"Comma delimited list of MED policies"
   ,STRING,vlans,,"Comma delimited list of vlan ids"
   ,STRING,pvid,,"Primary VLAN id"
   ,STRING,ppvids_supported,,"Comma delimited list of supported PPVIDs"
   ,STRING,ppvids_enabled,,"Comma delimited list of enabled PPVIDs"
   ,STRING,pids,,"Comma delimited list of PIDs"
TATTR,
------------------------------
TABLE,load_average
DESC,Displays information about the system wide load averages.
   ,STRING,period,,"Period over which the average is calculated."
   ,STRING,average,,"Load average over the specified period."
TATTR,
------------------------------
TABLE,logged_in_users
DESC,Users with an active shell on the system.
   ,STRING,type,,"Login type"
   ,STRING,user,,"User login name"
   ,STRING,tty,,"Device name"
   ,STRING,host,,"Remote hostname"
   ,INT,time,,"Time entry was made"
   ,INT,pid,,"Process (or thread) ID"
TATTR,CACHEABLE,
------------------------------
TABLE,logical_drives
DESC,Details for logical drives on the system. A logical drive generally represents a single partition.
   ,STRING,device_id,,"The drive id, usually the drive name, e.g., 'C:'."
   ,STRING,type,,"The type of disk drive this logical drive represents."
   ,INT64,free_space,,"The amount of free space, in bytes, of the drive."
   ,INT64,size,,"The total amount of space, in bytes, of the drive."
   ,STRING,file_system,,"The file system of the drive."
   ,INT,boot_partition,,"True if Windows booted from this drive."
TATTR,
------------------------------
TABLE,logon_sessions
DESC,Windows Logon Session.
   ,INT,logon_id,INDEX,"A locally unique identifier (LUID) that identifies a logon session."
   ,STRING,user,,"The account name of the security principal that owns the logon session."
   ,STRING,logon_domain,,"The name of the domain used to authenticate the owner of the logon session."
   ,STRING,authentication_package,,"The authentication package used to authenticate the owner of the logon session."
   ,STRING,logon_type,,"The logon method."
   ,INT,session_id,,"The Terminal Services session identifier."
   ,STRING,logon_sid,,"The user's security identifier (SID)."
   ,INT64,logon_time,,"The time the session owner logged on."
   ,STRING,logon_server,,"The name of the server used to authenticate the owner of the logon session."
   ,STRING,dns_domain_name,,"The DNS name for the owner of the logon session."
   ,STRING,upn,,"The user principal name (UPN) for the owner of the logon session."
   ,STRING,logon_script,,"The script used for logging on."
   ,STRING,profile_path,,"The home directory for the logon session."
   ,STRING,home_directory,,"The home directory for the logon session."
   ,STRING,home_directory_drive,,"The drive location of the home directory of the logon session."
TATTR,
------------------------------
TABLE,magic
DESC,Magic number recognition library table.
   ,STRING,path,REQUIRED,"Absolute path to target file"
   ,STRING,data,,"Magic number data from libmagic"
   ,STRING,mime_type,,"MIME type data from libmagic"
   ,STRING,mime_encoding,,"MIME encoding data from libmagic"
TATTR,
------------------------------
TABLE,managed_policies
DESC,The managed configuration policies from AD, MDM, MCX, etc.
   ,STRING,domain,,"System or manager-chosen domain key"
   ,STRING,uuid,,"Optional UUID assigned to policy set"
   ,STRING,name,,"Policy key name"
   ,STRING,value,,"Policy value"
   ,STRING,username,,"Policy applies only this user"
   ,INT,manual,,"1 if policy was loaded manually, otherwise 0"
TATTR,
------------------------------
TABLE,md_devices
DESC,Software RAID array settings.
   ,STRING,device_name,,"md device name"
   ,STRING,status,,"Current state of the array"
   ,INT,raid_level,,"Current raid level of the array"
   ,INT64,size,,"size of the array in blocks"
   ,INT64,chunk_size,,"chunk size in bytes"
   ,INT,raid_disks,,"Number of configured RAID disks in array"
   ,INT,nr_raid_disks,,"Number of partitions or disk devices to comprise the array"
   ,INT,working_disks,,"Number of working disks in array"
   ,INT,active_disks,,"Number of active disks in array"
   ,INT,failed_disks,,"Number of active disks in array"
   ,INT,spare_disks,,"Number of active disks in array"
   ,STRING,superblock_state,,"State of the superblock"
   ,STRING,superblock_version,,"Version of the superblock"
   ,INT64,superblock_update_time,,"Unix timestamp of last update"
   ,STRING,bitmap_on_mem,,"Pages allocated in in-memory bitmap, if enabled"
   ,STRING,bitmap_chunk_size,,"Bitmap chunk size"
   ,STRING,bitmap_external_file,,"External referenced bitmap file"
   ,STRING,recovery_progress,,"Progress of the recovery activity"
   ,STRING,recovery_finish,,"Estimated duration of recovery activity"
   ,STRING,recovery_speed,,"Speed of recovery activity"
   ,STRING,resync_progress,,"Progress of the resync activity"
   ,STRING,resync_finish,,"Estimated duration of resync activity"
   ,STRING,resync_speed,,"Speed of resync activity"
   ,STRING,reshape_progress,,"Progress of the reshape activity"
   ,STRING,reshape_finish,,"Estimated duration of reshape activity"
   ,STRING,reshape_speed,,"Speed of reshape activity"
   ,STRING,check_array_progress,,"Progress of the resync activity"
   ,STRING,check_array_finish,,"Estimated duration of resync activity"
   ,STRING,check_array_speed,,"Speed of resync activity"
   ,STRING,unused_devices,,"Unused devices"
   ,STRING,other,,"Other information associated with array from /proc/mdstat"
TATTR,
------------------------------
TABLE,md_drives
DESC,Drive devices used for Software RAID.
   ,STRING,md_device_name,,"md device name"
   ,STRING,drive_name,,"Drive device name"
   ,INT,slot,,"Slot position of disk"
   ,STRING,state,,"State of the drive"
TATTR,
------------------------------
TABLE,md_personalities
DESC,Software RAID setting supported by the kernel.
   ,STRING,name,,"Name of personality supported by kernel"
TATTR,
------------------------------
TABLE,mdfind
DESC,Run searches against the spotlight database.
   ,STRING,path,,"Path of the file returned from spotlight"
   ,STRING,query,,"The query that was run to find the file"
TATTR,
------------------------------
TABLE,memory_array_mapped_addresses
DESC,Data associated for address mapping of physical memory arrays.
   ,STRING,handle,,"Handle, or instance number, associated with the structure"
   ,STRING,memory_array_handle,,"Handle of the memory array associated with this structure"
   ,STRING,starting_address,,"Physical stating address, in kilobytes, of a range of memory mapped to physical memory array"
   ,STRING,ending_address,,"Physical ending address of last kilobyte of a range of memory mapped to physical memory array"
   ,INT,partition_width,,"Number of memory devices that form a single row of memory for the address partition of this structure"
TATTR,
------------------------------
TABLE,memory_arrays
DESC,Data associated with collection of memory devices that operate to form a memory address.
   ,STRING,handle,,"Handle, or instance number, associated with the array"
   ,STRING,location,,"Physical location of the memory array"
   ,STRING,use,,"Function for which the array is used"
   ,STRING,memory_error_correction,,"Primary hardware error correction or detection method supported"
   ,INT,max_capacity,,"Maximum capacity of array in gigabytes"
   ,STRING,memory_error_info_handle,,"Handle, or instance number, associated with any error that was detected for the array"
   ,INT,number_memory_devices,,"Number of memory devices on array"
TATTR,
------------------------------
TABLE,memory_device_mapped_addresses
DESC,Data associated for address mapping of physical memory devices.
   ,STRING,handle,,"Handle, or instance number, associated with the structure"
   ,STRING,memory_device_handle,,"Handle of the memory device structure associated with this structure"
   ,STRING,memory_array_mapped_address_handle,,"Handle of the memory array mapped address to which this device range is mapped to"
   ,STRING,starting_address,,"Physical stating address, in kilobytes, of a range of memory mapped to physical memory array"
   ,STRING,ending_address,,"Physical ending address of last kilobyte of a range of memory mapped to physical memory array"
   ,INT,partition_row_position,,"Identifies the position of the referenced memory device in a row of the address partition"
   ,INT,interleave_position,,"The position of the device in a interleave, i.e. 0 indicates non-interleave, 1 indicates 1st interleave, 2 indicates 2nd interleave, etc."
   ,INT,interleave_data_depth,,"The max number of consecutive rows from memory device that are accessed in a single interleave transfer; 0 indicates device is non-interleave"
TATTR,
------------------------------
TABLE,memory_devices
DESC,Physical memory device (type 17) information retrieved from SMBIOS.
   ,STRING,handle,,"Handle, or instance number, associated with the structure in SMBIOS"
   ,STRING,array_handle,,"The memory array that the device is attached to"
   ,STRING,form_factor,,"Implementation form factor for this memory device"
   ,INT,total_width,,"Total width, in bits, of this memory device, including any check or error-correction bits"
   ,INT,data_width,,"Data width, in bits, of this memory device"
   ,INT,size,,"Size of memory device in Megabyte"
   ,INT,set,,"Identifies if memory device is one of a set of devices.  A value of 0 indicates no set affiliation."
   ,STRING,device_locator,,"String number of the string that identifies the physically-labeled socket or board position where the memory device is located"
   ,STRING,bank_locator,,"String number of the string that identifies the physically-labeled bank where the memory device is located"
   ,STRING,memory_type,,"Type of memory used"
   ,STRING,memory_type_details,,"Additional details for memory device"
   ,INT,max_speed,,"Max speed of memory device in megatransfers per second (MT/s)"
   ,INT,configured_clock_speed,,"Configured speed of memory device in megatransfers per second (MT/s)"
   ,STRING,manufacturer,,"Manufacturer ID string"
   ,STRING,serial_number,,"Serial number of memory device"
   ,STRING,asset_tag,,"Manufacturer specific asset tag of memory device"
   ,STRING,part_number,,"Manufacturer specific serial number of memory device"
   ,INT,min_voltage,,"Minimum operating voltage of device in millivolts"
   ,INT,max_voltage,,"Maximum operating voltage of device in millivolts"
   ,INT,configured_voltage,,"Configured operating voltage of device in millivolts"
TATTR,
------------------------------
TABLE,memory_error_info
DESC,Data associated with errors of a physical memory array.
   ,STRING,handle,,"Handle, or instance number, associated with the structure"
   ,STRING,error_type,,"type of error associated with current error status for array or device"
   ,STRING,error_granularity,,"Granularity to which the error can be resolved"
   ,STRING,error_operation,,"Memory access operation that caused the error"
   ,STRING,vendor_syndrome,,"Vendor specific ECC syndrome or CRC data associated with the erroneous access"
   ,STRING,memory_array_error_address,,"32 bit physical address of the error based on the addressing of the bus to which the memory array is connected"
   ,STRING,device_error_address,,"32 bit physical address of the error relative to the start of the failing memory address, in bytes"
   ,STRING,error_resolution,,"Range, in bytes, within which this error can be determined, when an error address is given"
TATTR,
------------------------------
TABLE,memory_info
DESC,Main memory information in bytes.
   ,INT64,memory_total,,"Total amount of physical RAM, in bytes"
   ,INT64,memory_free,,"The amount of physical RAM, in bytes, left unused by the system"
   ,INT64,buffers,,"The amount of physical RAM, in bytes, used for file buffers"
   ,INT64,cached,,"The amount of physical RAM, in bytes, used as cache memory"
   ,INT64,swap_cached,,"The amount of swap, in bytes, used as cache memory"
   ,INT64,active,,"The total amount of buffer or page cache memory, in bytes, that is in active use"
   ,INT64,inactive,,"The total amount of buffer or page cache memory, in bytes, that are free and available"
   ,INT64,swap_total,,"The total amount of swap available, in bytes"
   ,INT64,swap_free,,"The total amount of swap free, in bytes"
TATTR,
------------------------------
TABLE,memory_map
DESC,OS memory region map.
   ,STRING,name,,"Region name"
   ,STRING,start,,"Start address of memory region"
   ,STRING,end,,"End address of memory region"
TATTR,
------------------------------
TABLE,mounts
DESC,System mounted devices and filesystems (not process specific).
   ,STRING,device,,"Mounted device"
   ,STRING,device_alias,,"Mounted device alias"
   ,STRING,path,,"Mounted device path"
   ,STRING,type,,"Mounted device type"
   ,INT64,blocks_size,,"Block size in bytes"
   ,INT64,blocks,,"Mounted device used blocks"
   ,INT64,blocks_free,,"Mounted device free blocks"
   ,INT64,blocks_available,,"Mounted device available blocks"
   ,INT64,inodes,,"Mounted device used inodes"
   ,INT64,inodes_free,,"Mounted device free inodes"
   ,STRING,flags,,"Mounted device flags"
TATTR,
------------------------------
TABLE,msr
DESC,Various pieces of data stored in the model specific register per processor. NOTE: the msr kernel module must be enabled, and osquery must be run as root.
   ,INT64,processor_number,,"The processor number as reported in /proc/cpuinfo"
   ,INT64,turbo_disabled,,"Whether the turbo feature is disabled."
   ,INT64,turbo_ratio_limit,,"The turbo feature ratio limit."
   ,INT64,platform_info,,"Platform information."
   ,INT64,perf_ctl,,"Performance setting for the processor."
   ,INT64,perf_status,,"Performance status for the processor."
   ,INT64,feature_control,,"Bitfield controling enabled features."
   ,INT64,rapl_power_limit,,"Run Time Average Power Limiting power limit."
   ,INT64,rapl_energy_status,,"Run Time Average Power Limiting energy status."
   ,INT64,rapl_power_units,,"Run Time Average Power Limiting power units."
TATTR,
------------------------------
TABLE,nfs_shares
DESC,NFS shares exported by the host.
   ,STRING,share,,"Filesystem path to the share"
   ,STRING,options,,"Options string set on the export share"
   ,INT,readonly,,"1 if the share is exported readonly else 0"
TATTR,
------------------------------
TABLE,npm_packages
DESC,Lists all npm packages in a directory or globally installed in a system.
   ,STRING,name,,"Package display name"
   ,STRING,version,,"Package supplied version"
   ,STRING,description,,"Package supplied description"
   ,STRING,author,,"Package author name"
   ,STRING,license,,"License for package"
   ,STRING,path,,"Module's package.json path"
   ,STRING,directory,,"Node module's directory where this package is located"
TATTR,
------------------------------
TABLE,ntdomains
DESC,Display basic NT domain information of a Windows machine.
   ,STRING,name,,"The label by which the object is known."
   ,STRING,client_site_name,,"The name of the site where the domain controller is configured."
   ,STRING,dc_site_name,,"The name of the site where the domain controller is located."
   ,STRING,dns_forest_name,,"The name of the root of the DNS tree."
   ,STRING,domain_controller_address,,"The IP Address of the discovered domain controller.."
   ,STRING,domain_controller_name,,"The name of the discovered domain controller."
   ,STRING,domain_name,,"The name of the domain."
   ,STRING,status,,"The current status of the domain object."
TATTR,
------------------------------
TABLE,ntfs_acl_permissions
DESC,Retrieve NTFS ACL permission information for files and directories.
   ,STRING,path,,"Path to the file or directory."
   ,STRING,type,,"Type of access mode for the access control entry."
   ,STRING,principal,,"User or group to which the ACE applies."
   ,STRING,access,,"Specific permissions that indicate the rights described by the ACE."
   ,STRING,inherited_from,,"The inheritance policy of the ACE."
TATTR,
------------------------------
TABLE,nvram
DESC,Apple NVRAM variable listing.
   ,STRING,name,,"Variable name"
   ,STRING,type,,"Data type (CFData, CFString, etc)"
   ,STRING,value,,"Raw variable data"
TATTR,
------------------------------
TABLE,oem_strings
DESC,OEM defined strings retrieved from SMBIOS.
   ,STRING,handle,,"Handle, or instance number, associated with the Type 11 structure"
   ,INT,number,,"The string index of the structure"
   ,STRING,value,,"The value of the OEM string"
TATTR,
------------------------------
TABLE,opera_extensions
DESC,Opera browser extensions.
   ,INT64,uid,ADDITIONAL,"The local user that owns the extension"
   ,STRING,name,,"Extension display name"
   ,STRING,identifier,INDEX,"Extension identifier"
   ,STRING,version,,"Extension-supplied version"
   ,STRING,description,,"Extension-optional description"
   ,STRING,locale,,"Default locale supported by extension"
   ,STRING,update_url,,"Extension-supplied update URI"
   ,STRING,author,,"Optional extension author"
   ,INT,persistent,,"1 If extension is persistent across all tabs else 0"
   ,STRING,path,,"Path to extension folder"
TATTR,USER_BASED,
------------------------------
TABLE,os_version
DESC,A single row containing the operating system name and version.
   ,STRING,name,,"Distribution or product name"
   ,STRING,version,,"Pretty, suitable for presentation, OS version"
   ,INT,major,,"Major release version"
   ,INT,minor,,"Minor release version"
   ,INT,patch,,"Optional patch release"
   ,STRING,build,,"Optional build-specific or variant string"
   ,STRING,platform,,"OS Platform or ID"
   ,STRING,platform_like,,"Closely related platforms"
   ,STRING,codename,,"OS version codename"
   ,STRING,install_date,HIDDEN,"The install date of the OS."
TATTR,
------------------------------
TABLE,osquery_events
DESC,Information about the event publishers and subscribers.
   ,STRING,name,,"Event publisher or subscriber name"
   ,STRING,publisher,,"Name of the associated publisher"
   ,STRING,type,,"Either publisher or subscriber"
   ,INT,subscriptions,,"Number of subscriptions the publisher received or subscriber used"
   ,INT,events,,"Number of events emitted or received since osquery started"
   ,INT,refreshes,,"Publisher only: number of runloop restarts"
   ,INT,active,,"1 if the publisher or subscriber is active else 0"
TATTR,UTILITY,
------------------------------
TABLE,osquery_extensions
DESC,List of active osquery extensions.
   ,INT64,uuid,,"The transient ID assigned for communication"
   ,STRING,name,,"Extension's name"
   ,STRING,version,,"Extenion's version"
   ,STRING,sdk_version,,"osquery SDK version used to build the extension"
   ,STRING,path,,"Path of the extenion's domain socket or library path"
   ,STRING,type,,"SDK extension type: extension or module"
TATTR,UTILITY,
------------------------------
TABLE,osquery_flags
DESC,Configurable flags that modify osquery's behavior.
   ,STRING,name,,"Flag name"
   ,STRING,type,,"Flag type"
   ,STRING,description,,"Flag description"
   ,STRING,default_value,,"Flag default value"
   ,STRING,value,,"Flag value"
   ,INT,shell_only,,"Is the flag shell only?"
TATTR,UTILITY,
------------------------------
TABLE,osquery_info
DESC,Top level information about the running version of osquery.
   ,INT,pid,,"Process (or thread/handle) ID"
   ,STRING,uuid,,"Unique ID provided by the system"
   ,STRING,instance_id,,"Unique, long-lived ID per instance of osquery"
   ,STRING,version,,"osquery toolkit version"
   ,STRING,config_hash,,"Hash of the working configuration state"
   ,INT,config_valid,,"1 if the config was loaded and considered valid, else 0"
   ,STRING,extensions,,"osquery extensions status"
   ,STRING,build_platform,,"osquery toolkit build platform"
   ,STRING,build_distro,,"osquery toolkit platform distribution name (os version)"
   ,INT,start_time,,"UNIX time in seconds when the process started"
   ,INT,watcher,,"Process (or thread/handle) ID of optional watcher process"
TATTR,UTILITY,
------------------------------
TABLE,osquery_packs
DESC,Information about the current query packs that are loaded in osquery.
   ,STRING,name,,"The given name for this query pack"
   ,STRING,platform,,"Platforms this query is supported on"
   ,STRING,version,,"Minimum osquery version that this query will run on"
   ,INT,shard,,"Shard restriction limit, 1-100, 0 meaning no restriction"
   ,INT,discovery_cache_hits,,"The number of times that the discovery query used cached values since the last time the config was reloaded"
   ,INT,discovery_executions,,"The number of times that the discovery queries have been executed since the last time the config was reloaded"
   ,INT,active,,"Whether this pack is active (the version, platform and discovery queries match) yes=1, no=0."
TATTR,UTILITY,
------------------------------
TABLE,osquery_registry
DESC,List the osquery registry plugins.
   ,STRING,registry,,"Name of the osquery registry"
   ,STRING,name,,"Name of the plugin item"
   ,INT,owner_uuid,,"Extension route UUID (0 for core)"
   ,INT,internal,,"1 If the plugin is internal else 0"
   ,INT,active,,"1 If this plugin is active else 0"
TATTR,UTILITY,
------------------------------
TABLE,osquery_schedule
DESC,Information about the current queries that are scheduled in osquery.
   ,STRING,name,,"The given name for this query"
   ,STRING,query,,"The exact query to run"
   ,INT,interval,,"The interval in seconds to run this query, not an exact interval"
   ,INT64,executions,,"Number of times the query was executed"
   ,INT64,last_executed,,"UNIX time stamp in seconds of the last completed execution"
   ,INT,blacklisted,,"1 if the query is blacklisted else 0"
   ,INT64,output_size,,"Total number of bytes generated by the query"
   ,INT64,wall_time,,"Total wall time spent executing"
   ,INT64,user_time,,"Total user time spent executing"
   ,INT64,system_time,,"Total system time spent executing"
   ,INT64,average_memory,,"Average private memory left after executing"
TATTR,UTILITY,
------------------------------
TABLE,package_bom
DESC,OS X package bill of materials (BOM) file list.
   ,STRING,filepath,,"Package file or directory"
   ,INT,uid,,"Expected user of file or directory"
   ,INT,gid,,"Expected group of file or directory"
   ,INT,mode,,"Expected permissions"
   ,INT64,size,,"Expected file size"
   ,INT,modified_time,,"Timestamp the file was installed"
   ,STRING,path,REQUIRED,"Path of package bom"
TATTR,
------------------------------
TABLE,package_install_history
DESC,OS X package install history.
   ,STRING,package_id,,"Label packageIdentifiers"
   ,INT,time,,"Label date as UNIX timestamp"
   ,STRING,name,,"Package display name"
   ,STRING,version,,"Package display version"
   ,STRING,source,,"Install source: usually the installer process name"
   ,STRING,content_type,,"Package content_type (optional)"
TATTR,
------------------------------
TABLE,package_receipts
DESC,OS X package receipt details.
TALIAS,packages
   ,STRING,package_id,INDEX,"Package domain identifier"
   ,STRING,package_filename,INDEX | HIDDEN,"Filename of original .pkg file"
   ,STRING,version,INDEX,"Installed package version"
   ,STRING,location,,"Optional relative install path on volume"
   ,DOUBLE,install_time,,"Timestamp of install time"
   ,STRING,installer_name,,"Name of installer process"
   ,STRING,path,ADDITIONAL,"Path of receipt plist"
TATTR,
------------------------------
TABLE,patches
DESC,Lists all the patches applied. Note: This does not include patches applied via MSI or downloaded from Windows Update (e.g. Service Packs).
   ,STRING,csname,,"The name of the host the patch is installed on."
   ,STRING,hotfix_id,,"The KB ID of the patch."
   ,STRING,caption,,"Short description of the patch."
   ,STRING,description,,"Fuller description of the patch."
   ,STRING,fix_comments,,"Additional comments about the patch."
   ,STRING,installed_by,,"The system context in which the patch as installed."
   ,STRING,install_date,,"Indicates when the patch was installed. Lack of a value does not indicate that the patch was not installed."
   ,STRING,installed_on,,"The date when the patch was installed."
TATTR,
------------------------------
TABLE,pci_devices
DESC,PCI devices active on the host system.
   ,STRING,pci_slot,,"PCI Device used slot"
   ,STRING,pci_class,,"PCI Device class"
   ,STRING,driver,,"PCI Device used driver"
   ,STRING,vendor,,"PCI Device vendor"
   ,STRING,vendor_id,,"Hex encoded PCI Device vendor identifier"
   ,STRING,model,,"PCI Device model"
   ,STRING,model_id,,"Hex encoded PCI Device model identifier"
   ,STRING,pci_class_id,HIDDEN,"PCI Device class ID in hex format"
   ,STRING,pci_subclass_id,HIDDEN,"PCI Device  subclass in hex format"
   ,STRING,pci_subclass,HIDDEN,"PCI Device subclass"
   ,STRING,subsystem_vendor_id,HIDDEN,"Vendor ID of PCI device subsystem"
   ,STRING,subsystem_vendor,HIDDEN,"Vendor of PCI device subsystem"
   ,STRING,subsystem_model_id,HIDDEN,"Model ID of PCI device subsystem"
   ,STRING,subsystem_model,HIDDEN,"Device description of PCI device subsystem"
TATTR,
------------------------------
TABLE,physical_disk_performance
DESC,Provides provides raw data from performance counters that monitor hard or fixed disk drives on the system.
   ,STRING,name,,"Name of the physical disk"
   ,INT64,avg_disk_bytes_per_read,,"Average number of bytes transferred from the disk during read operations"
   ,INT64,avg_disk_bytes_per_write,,"Average number of bytes transferred to the disk during write operations"
   ,INT64,avg_disk_read_queue_length,,"Average number of read requests that were queued for the selected disk during the sample interval"
   ,INT64,avg_disk_write_queue_length,,"Average number of write requests that were queued for the selected disk during the sample interval"
   ,INT,avg_disk_sec_per_read,,"Average time, in seconds, of a read operation of data from the disk"
   ,INT,avg_disk_sec_per_write,,"Average time, in seconds, of a write operation of data to the disk"
   ,INT,current_disk_queue_length,,"Number of requests outstanding on the disk at the time the performance data is collected"
   ,INT64,percent_disk_read_time,,"Percentage of elapsed time that the selected disk drive is busy servicing read requests"
   ,INT64,percent_disk_write_time,,"Percentage of elapsed time that the selected disk drive is busy servicing write requests"
   ,INT64,percent_disk_time,,"Percentage of elapsed time that the selected disk drive is busy servicing read or write requests"
   ,INT64,percent_idle_time,,"Percentage of time during the sample interval that the disk was idle"
TATTR,
------------------------------
TABLE,pipes
DESC,Named and Anonymous pipes.
   ,INT64,pid,INDEX,"Process ID of the process to which the pipe belongs"
   ,STRING,name,,"Name of the pipe"
   ,INT,instances,,"Number of instances of the named pipe"
   ,INT,max_instances,,"The maximum number of instances creatable for this pipe"
   ,STRING,flags,,"The flags indicating whether this pipe connection is a server or client end, and if the pipe for sending messages or bytes"
TATTR,
------------------------------
TABLE,pkg_packages
DESC,pkgng packages that are currently installed on the host system.
   ,STRING,name,,"Package name"
   ,STRING,version,,"Package version"
   ,INT64,flatsize,,"Package size in bytes"
   ,STRING,arch,,"Architecture(s) supported"
TATTR,CACHEABLE,
------------------------------
TABLE,platform_info
DESC,Information about EFI/UEFI/ROM and platform/boot.
   ,STRING,vendor,,"Platform code vendor"
   ,STRING,version,,"Platform code version"
   ,STRING,date,,"Self-reported platform code update date"
   ,STRING,revision,,"BIOS major and minor revision"
   ,STRING,address,,"Relative address of firmware mapping"
   ,STRING,size,,"Size in bytes of firmware"
   ,INT,volume_size,,"(Optional) size of firmware volume"
   ,STRING,extra,,"Platform-specific additional information"
TATTR,
------------------------------
TABLE,plist
DESC,Read and parse a plist file.
   ,STRING,key,,"Preference top-level key"
